0.1455840241	0.5614525509
0.4303338850	0.2753082350
0.2800689284	0.2976168193
0.0308312591	0.8234169503
0.6266048319	0.9526448883
0.3749303756	0.5104350431
0.0872562803	0.9037085625
0.3209139070	0.8078386088
0.5900682494	0.7328958857
0.4129507823	0.8429854245
0.3744643325	0.9531088223
0.8456674575	0.8564150032
0.4088502940	0.1222078796
0.9613269986	0.1033567980
0.0423165016	0.1012284864
0.3783339458	0.5476317748
0.2274760443	0.6666818867
0.3564196974	0.5008712635
0.4110522919	0.1623295640
0.8842579598	0.2222520542
0.3328699443	0.9374548872
0.6465492797	0.3380492922
0.9603455066	0.5590528795
0.3711527803	0.9325822688
0.8027569339	0.2847134560
0.5718271116	0.5022042712
0.6903084771	0.8962650706
0.5391130166	0.1384764527
0.0274832050	0.1615468650
0.1214695540	0.5413757578
0.6124800965	0.0917623366
0.3174678798	0.3602484451
0.4382890303	0.3067316138
0.8059679314	0.8337975110
0.1982988950	0.5503131583
0.3123749351	0.5924394382
0.2430371704	0.9949653409
0.8717019102	0.3243951601
0.4959055030	0.7337719908
0.4570057581	0.5511881886
0.9199324123	0.1885359485
0.4128819536	0.2866449488
0.7503026750	0.3516539298
0.4499079611	0.2917758437
0.3675677670	0.2444551161
0.8667683087	0.2640216912
0.0677562494	0.9128150636
0.7768314823	0.8851318918
0.4897574234	0.9927967825
0.7626138977	0.4875533316
0.5791963123	0.7402398265
0.0564253227	0.7132417944
0.1305306811	0.2145978006
0.9879722341	0.9264949357
0.3981631653	0.9714031660
0.3851803249	0.3119504473
0.3957765397	0.1918021253
0.9987619992	0.9332374156
0.5347013786	0.7870424582
0.2766422825	0.4221798603
0.3321111190	0.8529706743
0.2086787593	0.5100050990
0.0975817123	0.7192019911
0.7141709492	0.7004634265
0.4965979187	0.6975093700
0.0387353266	0.2950493080
0.2922038884	0.6130701175
0.8401516990	0.1129485032
0.5035840549	0.6094452999
0.5814489891	0.9643075096
0.4406193933	0.2171672671
0.3507497203	0.0304208570
0.1016908417	0.5359089792
0.5051897704	0.3316952421
0.6838530045	0.2891174746
0.6414691002	0.9801776224
0.8897999235	0.6507971191
0.0678848234	0.0906236317
0.3002682213	0.1240955529
0.3983026719	0.5761093825
0.6986096568	0.6076774223
0.4506324505	0.4918576179
0.0396992460	0.1033065798
0.7820832034	0.1564828083
0.4737691233	0.0573626834
0.6493224581	0.5369383149
0.5974616689	0.3110459241
0.0437703979	0.8285028446
0.6860129291	0.2866566880
0.7483449501	0.2891957891
0.1795002272	0.0384112891
0.0217498167	0.3735292890
0.9492182007	0.6453031192
0.4369340894	0.6040365306
0.7523328961	0.6389468755
0.2469538044	0.8221809434
0.6309530549	0.3533899937
0.0863619283	0.7627061710
0.7298408521	0.2423221246
0.8421909075	0.0651769984
0.5868133085	0.2459535592
0.6268190117	0.4694087979
0.0025312390	0.7883398346
0.1423177118	0.6970949811
0.6852022509	0.1204201073
0.3045665220	0.5050872198
0.0817111198	0.3926622050
0.8703317047	0.8707023552
0.5010313900	0.7691191712
0.1676117479	0.1627871900
0.6914706416	0.7753543059
0.7047299728	0.0862812221
0.8655187065	0.2327320025
0.0302424256	0.1295106250
0.8095464947	0.8052517809
0.9451099079	0.0712875997
0.7394200122	0.9265630333
0.5136456515	0.9336648487
0.6698778539	0.4835850204
0.4244314430	0.9342114756
0.4076509806	0.4689718767
0.5462003437	0.9471514192
0.6615350712	0.0724187883
0.5106787574	0.5453003023
0.2234369127	0.8337410669
0.0791985997	0.9727927262
0.7148618145	0.3792338941
0.8917838174	0.5225052196
0.0864318634	0.7365449719
0.7349365251	0.4348406980
0.7013797580	0.2934472865
0.1471567655	0.1703240017
0.1293912066	0.4977272862
0.7100732673	0.4094272560
0.0018727576	0.5443451119
0.9585725696	0.9902021067
0.7482197628	0.8601758554
0.1006635726	0.3180221179
0.1505410938	0.4185082288
0.6990500124	0.2127966732
0.7773955845	0.2525317470
0.8163358671	0.1880548591
0.4493198559	0.2836174132
0.2837695236	0.1832178058
0.7219644401	0.1247076284
0.8443313904	0.0416688436
0.5016555663	0.6225473155
0.6369470786	0.3354233438
0.6382494476	0.9718450137
0.2607861272	0.5543489671
0.4870788355	0.6245221000
0.9619067062	0.2986780735
0.5889372044	0.3551106292
0.0213133102	0.4318078483
0.8744676078	0.7562940778
0.6021505535	0.5122026306
0.6660879053	0.3701642109
0.0728043456	0.8493242908
0.2468608834	0.2573690088
0.0748520855	0.4113358100
0.2322081646	0.9484345989
0.7336778806	0.3759130711
0.0249622321	0.1570460315
0.9108845595	0.6003974366
0.6073271372	0.0758439740
0.7729588990	0.9991034827
0.6018606888	0.8416710598
0.7668019110	0.6322265887
0.0350617591	0.7671990324
0.9408520159	0.7002004525
0.1992178233	0.9925826548
0.5699629305	0.7420725096
0.8674354032	0.1953016922
0.7775911845	0.6160607339
0.9670366147	0.8340410619
0.6182617054	0.5768059545
0.4053311739	0.9783807211
0.6355773103	0.7473753955
0.7835140300	0.4161059911
0.9758925976	0.4471774351
0.0464344388	0.7730937681
0.4616817825	0.1266275258
0.0813093950	0.5618338640
0.4376168321	0.7925751193
0.4204959414	0.9316267538
0.5116992210	0.2761756675
0.2097449886	0.7302730546
0.8153980654	0.5601911503
0.1345608140	0.5936523000
0.4025533683	0.9373814536
0.0140779768	0.5754612825
0.0870742886	0.0569101385
0.1581572369	0.1888801852
0.8178710682	0.3460232815
0.8062466511	0.6436624802
0.9590907687	0.5481742250
0.3159290840	0.7816954373
0.2851079309	0.6719779654
0.8379356477	0.9190857303
0.1380225493	0.5515842141
